financial_active,net_payment_behaviour_tripd,promotion_flag,variable_rate_index,account_status_code,active_12_mths,bank_fico_buckets_20,charge_off_reason_code,mob,open_closed_flag,ever_delinquent_flg,nbr_mths_due,variable_rate_margin,stmt_balance,prev_balance,net_sales,net_payments,purchase_active,credit_limit_amt,credit_limit_pa,closed,active,charge_off,charge_off_aged,charge_off_bk,principal_amt,principal_amt_chrg_off,total_writeoff_amt,fee_chg_off_reversal_amt,net_finance_charge,non_principal_amount_gross,non_principal_amount_net,non_principal_amount_stmt,aged_writeoff_amt,bankruptcy_writeoff_amt,fc_reversals,fee_reversals,fraud_writeoff_amt,other_writeoff_amt,promo_bal_amt,recovery_amt,writeoff_type_bko,writeoff_type_fraud_kiting,writeoff_type_fraud_synthetic,writeoff_type_deceased,writeoff_type_other,writeoff_type_aged,writeoff_type_settlement,writeoff_type_fraud_other,writeoff_type_repo,writeoff_type_null,writeoff_date,due_account_2,due_account_3,due_account_4,due_account_5,due_account_6,due_account_7,due_account_8,due_balance_2,due_balance_3,due_balance_4,due_balance_5,due_balance_6,due_balance_7,due_balance_8,snapshot,mth_code,industry
1.0,I,0,1,I 7-12,1.0,761+,,320,1.0,0.0,0.0,NaN,2965.02,631.77,0.0,0.0,1.0,1500.0,0.0,0,1,0,0,0,1032.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201909,A
1.0,I,1,0,A,1.0,761+,,230,1.0,0.0,0.0,19.65,0.0,726.47,0.0,0.0,0.0,3000.0,400.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201902,B
0.0,I,1,0,I 25+,1.0,761+,,7,1.0,0.0,0.0,NaN,876.27,174.32,48.43,0.0,0.0,1700.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,392.71,0.0,36.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201903,B
1.0,T,0,0,A,0.0,681-700,,36,1.0,0.0,0.0,NaN,0.0,0.0,0.0,50.0,0.0,2200.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.87,0.0,0.0,0.0,0.0,0.0,0.0,1656.87,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201906,B
1.0,R,0,0,I 7-12,0.0,641-660,,14,1.0,0.0,0.0,19.65,686.79,0.0,0.0,50.0,0.0,6900.0,15000.0,0,1,0,0,0,0.0,0.0,0.0,0.0,55.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201912,B
0.0,I,0,0,I 0-6,1.0,621-640,,283,1.0,1.0,0.0,19.65,0.0,23.24,0.0,0.0,0.0,7900.0,0.0,0,1,0,0,0,152.02,0.0,0.0,0.0,0.0,2.78,0.0,64.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201912,C
1.0,I,0,0,I 0-6,0.0,761+,,18,1.0,0.0,0.0,19.65,848.83,0.0,42.56,0.0,1.0,14000.0,0.0,0,1,0,0,0,915.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201904,B
0.0,I,1,0,I 13-24,0.0,<= 560,,17,1.0,0.0,0.0,NaN,0.0,0.0,33.0,0.0,0.0,2900.0,0.0,0,1,0,0,0,105.0,0.0,0.0,0.0,0.0,5.38,0.0,100.71,0.0,0.0,0.0,0.0,0.0,0.0,600.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201902,B
1.0,P,0,0,A,1.0,681-700,,51,1.0,0.0,0.0,23.74,4506.71,48.68,0.0,50.0,1.0,4000.0,0.0,0,1,0,0,0,4310.55,0.0,0.0,0.0,37.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201912,B
0.0,T,1,0,I 13-24,1.0,661-680,,10,1.0,0.0,0.0,NaN,0.0,0.0,0.0,112.3,1.0,6500.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.19,0.0,0.0,0.0,0.0,0.0,0.0,64.33,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201906,A
0.0,I,0,0,A,1.0,761+,,41,1.0,0.0,5.0,NaN,632.0,430.9,205.36,0.0,0.0,3000.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,49.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.2,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201910,B
1.0,I,0,0,I 13-24,1.0,761+,,26,1.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,1024.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,71.48,11.48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201908,B
1.0,P,1,0,A,1.0,701-720,,18,1.0,0.0,0.0,NaN,1487.47,0.0,0.0,4628.56,0.0,25000.0,0.0,0,1,0,0,0,789.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,574.8,0.0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201901,A
0.0,D,0,0,I 13-24,1.0,661-680,,424,1.0,0.0,0.0,NaN,0.0,1958.79,0.0,400.0,0.0,6000.0,0.0,0,1,0,0,0,945.0,0.0,0.0,0.0,0.0,0.0,0.0,9.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201901,B
0.0,P,0,0,A,1.0,761+,,268,1.0,0.0,0.0,NaN,0.0,4107.86,0.0,384.68,0.0,1700.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201909,B
1.0,T,1,0,I 25+,1.0,761+,,175,1.0,1.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,4000.0,0.0,0,1,0,0,0,439.08,0.0,0.0,0.0,0.0,0.0,0.0,1308.67,0.0,0.0,0.0,0.0,0.0,0.0,659.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201909,A
0.0,I,1,1,A,1.0,761+,,31,1.0,0.0,0.0,19.65,0.0,0.0,0.0,64.0,0.0,7500.0,0.0,0,1,0,0,0,559.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5827.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201812,A
0.0,P,0,0,A,0.0,661-680,,53,1.0,1.0,0.0,NaN,0.0,0.0,0.0,0.0,1.0,500.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,182.77,70.83,30.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201902,B
1.0,R,0,0,A,0.0,701-720,,78,1.0,0.0,0.0,NaN,0.0,113.05,0.0,72.0,1.0,2100.0,0.0,0,1,0,0,0,739.13,0.0,0.0,0.0,85.66,117.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201901,B
1.0,I,1,1,A,1.0,761+,,28,1.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,1800.0,0.0,0,1,0,0,0,132.72,0.0,0.0,0.0,0.0,0.0,173.26,17.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201904,C
0.0,P,1,0,I 13-24,1.0,661-680,,3,1.0,0.0,0.0,NaN,0.0,0.0,0.0,0.0,0.0,2200.0,0.0,0,1,0,0,0,5063.9,0.0,0.0,0.0,12.38,6.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201911,B
1.0,D,1,1,I 0-6,1.0,701-720,,53,1.0,0.0,0.0,NaN,5016.51,267.38,63.93,88.0,0.0,1500.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,92.91,514.22,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,2018-09-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201909,B
1.0,P,0,1,I 13-24,1.0,761+,,105,1.0,0.0,0.0,NaN,1290.12,0.0,0.0,200.0,0.0,8000.0,500.0,0,1,0,0,0,0.0,0.0,0.0,0.0,42.58,0.0,0.0,738.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201912,C
1.0,T,0,0,A,1.0,581-600,,32,1.0,0.0,0.0,NaN,5730.56,1013.68,460.75,0.0,1.0,3000.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,6.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201909,C
0.0,I,0,0,A,1.0,761+,,13,1.0,0.0,5.0,NaN,7422.5,51.56,585.98,0.0,0.0,500.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,307.77,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201911,B
0.0,P,0,0,A,1.0,761+,,38,1.0,0.0,0.0,19.65,0.0,160.22,42.15,0.0,0.0,2000.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201906,B
0.0,P,1,0,I 7-12,0.0,561-580,,51,1.0,0.0,0.0,NaN,2696.35,1356.91,0.0,0.0,0.0,6000.0,0.0,0,1,0,0,0,1443.78,0.0,0.0,0.0,0.0,0.0,0.0,57.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201909,B
0.0,I,0,0,I 7-12,1.0,721-740,,24,1.0,0.0,0.0,23.74,0.0,0.0,0.0,50.0,0.0,9000.0,0.0,0,1,0,0,0,1468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201902,C
1.0,P,1,0,A,1.0,761+,,37,1.0,0.0,0.0,NaN,1133.65,0.0,0.0,0.0,1.0,14000.0,0.0,0,1,0,0,0,562.85,0.0,0.0,0.0,0.0,160.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201812,B
0.0,P,1,0,I 0-6,1.0,621-640,,101,1.0,0.0,0.0,NaN,2501.19,0.0,212.93,225.0,0.0,1025.0,0.0,0,1,0,0,0,2086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201909,B
1.0,I,1,0,I 13-24,0.0,761+,,38,1.0,0.0,0.0,NaN,0.0,460.75,0.0,0.0,0.0,3000.0,15000.0,0,1,0,0,0,459.66,0.0,0.0,0.0,0.0,0.0,0.0,6.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201901,B
0.0,I,1,0,A,1.0,681-700,,26,0.0,0.0,0.0,NaN,0.0,0.0,0.0,331.86,0.0,4500.0,0.0,0,1,0,0,0,1890.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201909,B
1.0,P,1,1,A,1.0,761+,,2,1.0,0.0,0.0,19.65,4199.53,1736.8,0.0,100.0,0.0,5500.0,0.0,0,1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201908,B
0.0,P,1,1,A,1.0,761+,,32,1.0,0.0,0.0,NaN,56.46,314.37,0.0,300.0,0.0,5000.0,0.0,0,1,0,0,0,758.67,0.0,0.0,0.0,0.0,2.63,167.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201910,B
0.0,T,0,1,A,1.0,681-700,,20,1.0,0.0,0.0,19.65,3590.39,0.0,443.11,0.0,0.0,3800.0,0.0,0,1,0,0,0,600.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201812,201812,B
