,financial_active,net_payment_behaviour_tripd,promotion_flag,variable_rate_index,account_status_code,active_12_mths,bank_fico_buckets_20,charge_off_reason_code,mob,open_closed_flag,ever_delinquent_flg,nbr_mths_due,variable_rate_margin,stmt_balance,prev_balance,net_sales,net_payments,purchase_active,credit_limit_amt,credit_limit_pa,closed,active,charge_off,charge_off_aged,charge_off_bk,principal_amt,principal_amt_chrg_off,total_writeoff_amt,fee_chg_off_reversal_amt,net_finance_charge,non_principal_amount_gross,non_principal_amount_net,non_principal_amount_stmt,aged_writeoff_amt,bankruptcy_writeoff_amt,fc_reversals,fee_reversals,fraud_writeoff_amt,other_writeoff_amt,promo_bal_amt,recovery_amt,writeoff_type_bko,writeoff_type_fraud_kiting,writeoff_type_fraud_synthetic,writeoff_type_deceased,writeoff_type_other,writeoff_type_aged,writeoff_type_settlement,writeoff_type_fraud_other,writeoff_type_repo,writeoff_type_null,writeoff_date,due_account_2,due_account_3,due_account_4,due_account_5,due_account_6,due_account_7,due_account_8,due_balance_2,due_balance_3,due_balance_4,due_balance_5,due_balance_6,due_balance_7,due_balance_8,snapshot,mth_code,industry
337785,1.0,P,1,1,A,1.0,561-580,,15,1.0,0.0,0.0,,0.0,2224.58,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1157.17,487.88,708.87,0.0,0.0,0.0,0.0,2118.57,0.0,12.86,417.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,2018-06-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201804,A
337786,1.0,T,1,0,A,1.0,<= 560,,9,1.0,1.0,3.0,19.65,0.0,1482.93,0.0,0.0,0.0,12000.0,0.0,0,0,1,1,0,2907.97,1867.05,3595.94,1155.28,0.0,0.0,0.0,0.0,1102.27,2151.04,233.32,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2018-07-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201903,B
337787,1.0,P,1,0,A,0.0,681-700,,116,1.0,1.0,0.0,19.65,0.0,2550.43,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,2627.98,3073.45,365.11,0.0,0.0,0.0,0.0,1397.35,0.0,170.77,254.73,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2018-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201812,B
337788,1.0,T,0,0,A,1.0,641-660,,86,1.0,0.0,0.0,,0.0,1340.65,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,1747.12,3298.53,1274.75,0.0,0.0,0.0,0.0,1561.12,0.0,26.2,195.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2018-07-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201903,C
337789,1.0,P,0,1,A,1.0,<= 560,,39,0.0,1.0,0.0,23.74,0.0,1830.4,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,444.94,838.42,548.35,0.0,0.0,0.0,0.0,924.17,0.0,365.85,253.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2019-12-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201809,B
337790,1.0,D,1,1,A,1.0,761+,,2,1.0,0.0,3.0,,0.0,827.9,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,610.47,379.44,161.53,0.0,0.0,0.0,0.0,2164.1,7018.95,1010.37,255.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2019-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201907,A
337791,1.0,P,1,0,A,1.0,<= 560,,52,0.0,0.0,0.0,,0.0,838.42,0.0,0.0,0.0,2200.0,0.0,0,0,1,1,0,0.0,458.95,1538.7,146.68,0.0,0.0,0.0,0.0,1485.83,0.0,20.7,268.0,0.0,0.0,0.0,793.97,0,0,0,0,0,1,0,0,0,0,2019-06-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201808,A
337792,1.0,D,0,0,A,1.0,<= 560,,49,1.0,0.0,2.0,23.74,0.0,1166.56,0.0,0.0,0.0,210.0,0.0,0,0,1,1,0,0.0,119.0,1101.77,316.02,0.0,0.0,46.41,0.0,0.0,0.0,10.0,245.03,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,2019-09-15,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201912,A
337793,1.0,I,0,0,A,1.0,641-660,,10,1.0,0.0,0.0,19.65,0.0,1068.35,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0.0,2860.69,400.5,277.17,0.0,0.0,0.0,0.0,1886.13,0.0,195.78,293.0,0.0,0.0,0.0,296.35,0,0,0,0,0,1,0,0,0,0,2018-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201810,A
337794,0.0,R,1,1,A,1.0,661-680,,61,1.0,0.0,4.0,,0.0,4155.68,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,136.72,1591.26,1258.39,0.0,0.0,0.0,0.0,1279.72,0.0,62.11,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,2019-03-10,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201807,B
337795,1.0,P,1,1,A,0.0,<= 560,,28,1.0,0.0,0.0,23.74,2200.0,4609.49,0.0,342.56,0.0,0.0,0.0,0,0,1,1,0,0.0,800.75,639.83,1205.1,0.0,0.0,0.0,0.0,661.0,0.0,373.39,605.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2019-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201808,A
337796,1.0,R,1,0,A,1.0,701-720,,35,1.0,0.0,4.0,19.65,0.0,1256.69,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,449.33,515.54,266.45,0.0,13.87,0.0,0.0,2973.08,0.0,389.99,255.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2018-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201803,A
337797,1.0,P,0,0,A,1.0,<= 560,,55,0.0,0.0,0.0,,0.0,1010.11,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,680.68,1166.56,777.13,0.0,0.0,0.0,0.0,1343.36,0.0,1182.85,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2018-02-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201905,C
337798,1.0,D,0,0,A,1.0,601-620,,98,1.0,1.0,5.0,,0.0,1829.13,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,920.27,701.46,96.52,0.0,0.0,0.0,0.0,714.7,0.0,128.0,175.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2018-06-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201804,C
337799,1.0,D,0,0,A,1.0,601-620,,55,1.0,0.0,4.0,,0.0,930.92,0.0,0.0,0.0,1030.0,0.0,0,0,1,1,1,0.0,705.24,948.47,633.11,0.0,0.0,0.0,0.0,518.97,0.0,0.0,9.87,0.0,0.0,0.0,237.21,0,0,0,0,0,1,0,0,0,0,2019-10-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201804,B
337800,1.0,P,1,0,A,1.0,561-580,,113,0.0,0.0,0.0,,0.0,655.71,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,818.0,4283.71,910.6,0.0,0.0,0.0,0.0,10609.1,0.0,526.82,289.0,0.0,699.54,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2019-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201811,B
337801,1.0,R,1,0,A,1.0,<= 560,,24,1.0,0.0,4.0,,0.0,1534.9,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,9.87,2355.15,132.1,0.0,0.0,0.0,58.89,1948.58,0.0,0.94,228.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,2019-06-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201809,A
337802,1.0,P,1,1,A,1.0,<= 560,,19,1.0,0.0,0.0,,0.0,1189.25,0.0,0.0,0.0,700.0,0.0,0,0,1,1,0,0.0,800.0,936.21,271.17,0.0,0.0,0.0,0.0,0.0,0.0,28.69,259.0,0.0,0.0,0.0,200.83,0,0,0,0,0,1,0,0,0,0,2019-09-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201804,B
337803,1.0,I,0,0,A,1.0,<= 560,,49,1.0,0.0,0.0,,0.0,3710.46,0.0,0.0,0.0,100.0,0.0,0,0,1,1,0,0.0,318.58,1178.08,719.32,0.0,0.0,0.0,0.0,705.21,0.0,0.0,255.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2019-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201810,C
337804,1.0,R,0,0,A,1.0,<= 560,,75,0.0,0.0,0.0,,0.0,8445.48,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,9743.66,583.06,128.73,0.0,0.0,44.94,0.0,1538.7,0.0,419.05,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2019-05-24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201807,A
337805,1.0,P,1,0,A,1.0,561-580,,3,1.0,0.0,6.0,,0.0,1742.19,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,1590.83,615.52,1678.66,0.0,0.0,0.0,0.0,1897.14,1249.88,31.29,38.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2019-10-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201806,B
337806,0.0,P,0,0,A,1.0,661-680,,99,1.0,0.0,0.0,,0.0,3915.25,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,2432.78,808.12,41.47,0.0,0.0,0.0,0.0,1189.2,0.0,321.11,0.0,0.0,0.0,0.0,160.75,0,0,0,0,0,1,0,0,0,0,2018-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201805,B
337807,1.0,T,1,0,A,1.0,<= 560,,92,1.0,1.0,5.0,,0.0,548.1,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,523.41,4976.09,281.73,0.0,0.0,0.0,0.0,1873.58,0.0,14.92,272.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,2018-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201810,C
337808,1.0,D,0,1,A,1.0,<= 560,,89,1.0,0.0,0.0,19.65,0.0,1070.23,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,5314.0,1125.29,346.66,0.0,0.0,0.0,0.0,0.0,1331.7,1316.02,254.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2019-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201901,B
337809,1.0,D,1,0,A,1.0,<= 560,,50,0.0,0.0,0.0,,0.0,1038.02,0.0,0.0,0.0,1500.0,0.0,0,0,1,1,0,0.0,1139.75,2795.96,520.91,0.0,0.0,0.0,0.0,2382.49,0.0,133.39,294.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,2019-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201812,A
337810,1.0,D,1,0,A,1.0,641-660,,430,0.0,0.0,0.0,,0.0,1240.67,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,3567.38,797.44,4610.91,308.81,,0.0,0.0,0.0,0.0,0.0,131.52,28.0,0.0,395.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2019-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201907,B
337811,0.0,D,0,0,A,1.0,661-680,,34,0.0,0.0,4.0,23.74,0.0,654.9,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,1282.6,884.3,2280.77,0.0,0.0,0.0,0.0,1912.65,0.0,2.0,456.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,2019-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201907,A
337812,1.0,D,0,1,A,1.0,601-620,,7,1.0,0.0,3.0,23.74,0.0,1584.65,0.0,0.0,0.0,0.0,0.0,0,0,1,1,1,0.0,1519.55,2831.65,405.7,0.0,0.0,0.0,0.0,762.0,0.0,3230.18,0.0,0.0,3451.22,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2019-02-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201803,B
337813,1.0,R,1,1,A,1.0,<= 560,,16,1.0,0.0,3.0,,5537.18,872.47,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,379.39,1322.94,225.99,0.0,0.0,0.0,0.0,0.0,0.0,387.88,261.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2018-05-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201905,C
337814,1.0,I,0,1,A,1.0,<= 560,,11,1.0,0.0,0.0,,0.0,1156.03,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,592.94,163.53,105.87,0.0,0.0,0.0,0.0,0.0,0.0,1325.29,94.08,0.0,0.0,0.0,209.12,0,0,0,0,0,0,1,0,0,0,2018-09-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201909,A
337815,1.0,P,1,0,I 7-12,1.0,721-740,,9,0.0,0.0,2.0,,0.0,9124.23,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,599.47,2220.87,807.17,478.88,0.0,0.0,0.0,0.0,0.0,0.0,33.28,898.93,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2019-09-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1962.05,0.0,0.0,0.0,0.0,0.0,201801,201810,A
337816,1.0,T,1,0,A,1.0,<= 560,,75,1.0,0.0,0.0,,0.0,1457.38,0.0,197.81,0.0,150.0,0.0,0,0,1,1,1,0.0,5539.09,597.32,354.97,0.0,38.0,0.0,0.0,10111.33,0.0,140.6,697.92,0.0,0.0,189.0,0.0,0,0,0,0,0,0,0,0,0,0,2019-05-13,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201903,C
337817,1.0,D,0,0,A,1.0,<= 560,,21,1.0,0.0,4.0,,0.0,4078.45,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,1125.94,1944.0,1676.02,1570.93,0.0,0.0,0.0,0.0,0.0,0.0,22.36,282.21,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2018-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2316.43,0.0,0.0,0.0,0.0,201801,201811,C
337818,1.0,D,1,1,A,1.0,721-740,,10,1.0,0.0,5.0,,0.0,5952.14,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,929.84,5889.26,1586.35,0.0,0.0,0.0,0.0,561.92,0.0,421.17,72.0,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,2018-09-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201811,A
337819,1.0,D,1,0,A,1.0,561-580,,53,1.0,0.0,2.0,,0.0,2151.04,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,954.0,2103.78,0.0,0.0,0.0,0.0,0.0,2174.86,0.0,15.96,427.7,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2018-05-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201806,B
337820,1.0,D,0,1,A,1.0,<= 560,,16,1.0,0.0,0.0,19.65,0.0,659.61,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,0.0,1689.39,379.3,0.0,0.0,0.0,0.0,1877.91,0.0,102.36,537.68,0.0,0.0,0.0,0.0,1,0,0,0,0,1,0,0,0,0,2018-03-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201908,B
337821,1.0,D,1,0,A,1.0,661-680,,46,0.0,0.0,2.0,,0.0,1921.43,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0.0,1718.48,4334.33,310.45,0.0,0.0,0.0,0.0,5542.15,0.0,12.0,254.37,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2018-07-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201802,A
337822,1.0,D,1,0,A,1.0,701-720,,13,1.0,0.0,0.0,,0.0,2410.53,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,392.34,1786.3,42.01,0.0,0.0,0.0,0.0,2079.53,0.0,324.32,300.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2018-08-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2983.65,0.0,0.0,0.0,0.0,0.0,201801,201910,A
337823,1.0,D,1,1,A,1.0,661-680,,13,1.0,0.0,0.0,23.74,0.0,132.52,0.0,0.0,0.0,2100.0,0.0,0,0,1,1,0,0.0,1204.88,696.38,534.23,0.0,0.0,0.0,0.0,1820.91,0.0,1369.41,394.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2019-03-27,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2584.61,0.0,201801,201904,C
337824,1.0,R,0,0,A,1.0,601-620,,5,1.0,0.0,4.0,23.74,0.0,1679.16,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,2310.0,2380.65,301.7,0.0,0.0,0.0,0.0,1524.82,0.0,1969.14,292.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2019-09-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201805,A
337825,0.0,D,0,1,A,1.0,621-640,,33,1.0,0.0,2.0,23.74,1689.26,3016.28,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,930.43,912.46,923.36,418.33,0.0,0.0,0.0,0.0,0.0,0.0,160.79,309.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2019-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201803,C
337826,1.0,R,1,0,A,1.0,701-720,,9,1.0,0.0,5.0,19.65,0.0,2861.8,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,633.0,548.1,348.53,0.0,0.0,0.0,0.0,0.0,0.0,182.6,181.46,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2019-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201803,A
337827,1.0,D,0,1,A,1.0,561-580,,139,1.0,0.0,2.0,19.65,0.0,850.27,0.0,60.0,0.0,0.0,0.0,0,0,1,1,0,0.0,226.66,2812.72,446.65,,0.0,0.0,0.0,1921.04,218.71,95.2,254.46,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,2019-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201805,A
337828,1.0,R,1,0,A,0.0,<= 560,,13,1.0,0.0,2.0,,0.0,2329.69,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0.0,565.32,1621.06,565.09,0.0,0.0,0.0,0.0,6167.29,0.0,309.85,38.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,2019-02-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201801,201811,B
