,index,Mnemonic,M_FHOFHOPIPOQ.IUSA,M_FYLE.IUSA,M_FRT.IUSA,M_FYPSAVQ.IUSA,M_FC.IUSA,FYPCPICA_FEDB.IUSA,M_FGDP.IUSA,M_FYHHAVGQ.IUSA,M_FYFMMEDQ.IUSA,FHCSWHPIQ_FEDB.IUSA,M_FUNI.IUSA,M_FYPQ.IUSA,M_FYHHMEDQ.IUSA,M_FLBR.IUSA,M_FGDP$.IUSA,M_FYPDPI$Q.IUSA,M_FSDEBT.IUSA,M_FSFORQ.IUSA,M_FCCALLQ.IUSA,M_FCCREVQ.IUSA,M_FCCNREVQ.IUSA,M_FRTFS.IUSA,M_FRTFSX.IUSA,M_FRTINETQ.IUSA,M_FCNGFO$.IUSA,M_FCNGFO.IUSA,M_FCSMED$.IUSA,M_FCSMED.IUSA,M_FET.IUSA,M_FLBF_POT.IUSA,M_FLBUK15GQ.IUSA,M_FLBF.IUSA,M_FLBE.IUSA,M_FLBU.IUSA,M_FLBT.IUSA,M_FBKP.IUSA,M_FBKPY.IUSA,M_FBKB.IUSA,M_FBKBY.IUSA,M_FRFED.IUSA,M_FRGT5Y.IUSA,M_FRGT10Y.IUSA,M_FYPDPIQ.IUSA,M_FAWHTP.IUSA,M_FAHETP.IUSA,M_FYPEWS$Q.IUSA,M_FAWOMF.IUSA,M_FECICCQ.IUSA,M_FCPIU.IUSA,M_FCPIUL1E.IUSA,M_FTAXFP.IUSA,M_FHOFHOPIQ.IUSA,M_FHCLHP1TI20Q.IUSA,M_FHST.IUSA,M_FHN1.IUSA,M_FHPNR.IUSA,M_FCUMF.IUSA,M_FSP500Q.IUSA,M_FCBC.IUSA,M_FYPSVQ.IUSA,M_FGDP$_POT.IUSA,M_FCCDBC.IUSA,M_FCCDCF.IUSA,M_FCCDRT.IUSA,M_FCCDAU.IUSA,M_FCCDRA.IUSA,M_FCCDRE.IUSA,M_FCCDRF.IUSA,M_FCCDSL.IUSA,M_FCCDTO.IUSA,M_FCCDOT.IUSA,M_FIP.IUSA,M_FYPTRPQ.IUSA,M_FPOPQ.IUSA,M_FPOP.IUSA,M_FPOP16GQ.IUSA,M_FRTB3M.IUSA,M_FZFL075035503Q.IUSA,M_FRBAAC.IUSA,M_FRFHLMCFM.IUSA,M_FRPRIME.IUSA,M_FDJMIIUSDDWCFTDQ.IUSA,M_FSPVOL.IUSA,M_FXSLASCILQ.IUSA,M_FXSLASINCCQ.IUSA,M_FPCNBEMP.IUSA,M_FBCFCOFCCQ.IUSA,M_FETP.IUSA,M_FLTV.IUSA,M_FC$.IUSA,M_FEIAMGTTQ.IUSA,M_FXCPMGASUQ.IUSA,M_FRBBBQ.IUSA,M_FHOWNRQ.IUSA,M_FIFR_FEDS.IUSA,M_FIFR$_FEDS.IUSA
10,233,11/30/2018,259.9747274,11097.98,5349.684,7.5,14160.618,54984.63009,20865.44912,142746.3592,77958.92905,205.8662504,965975.0096,17975.874,63332.96312,3.8,18726.59283,14588.658,9.750419875,15.13062285,3989.95645,1061.46497,2928.49149,6101.652,4904.292,536.9501923,448.063,348.878,2188.144,2377.646,149.683,164.4031979,2.123,162.662,156.628,6.034,62.9,741076.4272,751153.4743,23582.62897,22212.51404,2.199,2.947,3.117,15962.681,33.7,23,8256.740907,4.5,135.1851693,252.662,259.488,9.034767001,429.2368734,213.83,1.204,0.614,1.319,77.359,2723.229515,136.4,1150.713,18710.91407,3.095761596,4.667648322,6.534712949,2.934408614,1.994058987,1.573684227,2.019251996,4.75607974,2.44331853,1.544892416,110.5067,192.474,327.4050361,266.6604073,262.4998517,2.3265,278.1590454,5.224,4.866,5.25,28418.59327,1.335864389,-17.55617429,-3.845060264,112.5826106,3.585597098,127.197,78.7,13115.599,2.73575,270.405,4.895209476,64.65582227,783.6573356,592.447103
11,234,12/31/2018,260.5776725,11170.175,5242.608,9.4,14051.74,55189.10676,20806.03579,144348.6405,78470.30312,206.4151127,923309.246,18190.947,63780.60335,3.9,18756.15736,14773.308,9.747329374,15.11891951,4002.95302,1059.28727,2943.66576,5970.492,4758.468,543.682157,452.25,331.836,2196.752,2389.961,149.865,164.3251288,2.21,163.111,156.825,6.286,63,737059.6817,751186,22252.51057,22232,2.267,2.681578947,2.832631579,16122.047,33.7,23.09,8285.168889,4.5,135.5395595,252.653,259.986,9.057063192,431.1091938,214.11,1.117,0.564,1.334,77.7732,2567.30676,126.6,1423.301,18742.62981,3.134119503,4.599230622,6.587282156,2.91539155,2.129646458,1.58759417,2.164011467,4.657795441,2.528731987,1.532013705,110.5516,192.676,327.5266273,266.7886345,262.6254279,2.365789474,280.305,5.133684211,4.6375,5.3375,25724.51454,1.401186643,-10.16968605,-3.450087731,112.6935026,3.608556123,127.37,78.5,13001.156,2.4572,242.412,4.903263887,64.54099069,785.2962578,592.2684885
12,235,1/31/2019,262.0603146,11267.472,5277.516,9.3,14089.992,55399.46697,20911.54485,144748.0685,78980.32989,206.9502688,955658.9315,18254.222,64226.55477,4,18799.42849,14791.169,9.729824971,15.09178063,4020.40933,1063.14075,2957.26858,6060.432,4871.772,551.0920526,452.424,314.936,2214.204,2408.939,150.134,164.2083656,2.156,163.142,156.627,6.516,63.2,798346.654,751016.4291,21797.26065,22204.12564,2.4,2.536190476,2.713809524,16118.377,33.8,23.11,8397.149599,4.5,135.9090035,252.55,260.566,9.168763156,433.1876857,214.33,1.272,0.637,1.316,77.2406,2607.390823,121.7,1334.927,18775.17505,3.150486278,4.644289986,6.570219457,2.9404811,1.903080042,1.570607628,1.924277691,4.461459874,2.355332637,1.543134095,110.1185,197.522,327.6561097,266.9229784,262.7579658,2.374285714,282.8738237,5.12,4.464,5.5,27905.53979,1.495146182,-1.028713375,0.866922361,112.7618393,3.657140972,127.628,79.6,13084.753,2.3375,228.24,4.827341423,64.33167153,787.6170103,592.5673335
13,236,2/28/2019,262.7131371,11327.227,5290.5,9.5,14113.922,55602.13206,20989.81927,145402.6807,79450.68199,207.4796404,957588.616,18348.472,64658.15068,3.8,18838.71244,14835.295,9.710745277,15.06679712,4036.72463,1066.88907,2969.83557,6056.232,4863.948,558.6738198,450.096,317.641,2227.564,2427.358,150.135,164.1370501,2.207,163.047,156.866,6.181,63.1,741065.4313,750756.7116,25536.60606,22167.1635,2.4,2.487894737,2.676315789,16203.745,33.6,23.19,8466.074229,4.4,136.2221874,253.181,260.898,9.215179802,435.1701522,214.68,1.137,0.665,1.305,76.7488,2754.864638,131.4,1430.414,18806.36327,3.15652013,4.583224024,6.450424664,2.905489367,2.034475084,1.548887659,2.063337216,4.538459766,2.445231541,1.523801344,109.5631,197.699,327.7890552,267.0563985,262.8899515,2.388421053,285.5229662,4.947368421,4.37,5.5,28824.87862,0.854923547,4.757172664,6.52612784,112.7566879,3.698200138,127.622,78.9,13063.024,2.39325,231.3475,4.685307103,64.16061501,788.2748964,591.9569338
14,237,3/31/2019,263.6252522,11394.152,5363.448,9.1,14233.777,55807.40879,21137.88389,145988.5329,79898.99522,208.0594108,913261.5435,18433.385,65100.57909,3.8,18868.08832,14843.91,9.698461934,15.05431193,4049.01325,1065.806,2983.20726,6151.224,4918.908,566.7898281,444.501,332.896,2239.146,2442.225,150.282,164.1551869,2.242,162.935,156.741,6.194,63,726364.893,750489,21205.10088,22157,2.403809524,2.372857143,2.570952381,16273.497,33.7,23.28,8518.544745,4.4,136.4709564,254.095,261.317,9.20383397,437.0249264,214.84,1.203,0.7,1.327,76.6448,2803.98306,124.2,1361.188,18837.71619,3.189102877,4.5950909,6.526256881,2.957742949,2.066198691,1.566201187,2.095959675,4.63522574,2.481859644,1.520698068,109.6811,197.888,327.9335729,267.1965278,263.0285485,2.402380952,288.965,4.835714286,4.265,5.5,29193.8975,0.627506188,4.670279487,11.80677198,112.6834571,3.714654754,127.754,79.3,13162.175,2.59425,250.23,4.48694183,64.10390187,786.1580934,589.6907327
15,238,4/30/2019,265.1753751,11386.741,5366.76,8.9,14272.581,56022.44406,21191.58402,146238.7688,80329.31325,208.7051021,963522.6022,18475.525,65534.30652,3.6,18900.19849,14811.842,9.696143693,15.05476384,4066.52437,1072.53925,2993.98513,6183.552,4958.604,575.7333956,456.098,359.07,2244.359,2454.737,150.492,164.2346615,2.087,162.546,156.696,5.85,62.8,775390.4633,750373.9477,22314.67919,22211.46484,2.423181818,2.333333333,2.532380952,16316.723,33.7,23.33,8476.218236,4.3,136.7033449,254.943,261.835,9.155881458,438.767957,215.44,1.267,0.664,1.33,75.8847,2903.800954,129.2,1304.042,18870.30425,3.187258603,4.745300357,6.391221389,3.006079243,2.127286503,1.554968005,2.162281285,4.854086171,2.549276975,1.516772357,108.9888,198.74,328.0890244,267.3471339,263.1776199,2.382857143,292.8792676,4.703333333,4.1425,5.5,30324.81038,0.630906757,0.357188527,15.53604683,112.6383553,3.716994397,127.939,79.8,13210.947,2.8812,277.008,4.252610981,64.15667301,783.3113515,586.9991466
16,239,5/31/2019,266.4182042,11377.684,5387.82,8.6,14322.093,56240.50793,21263.8241,146355.8995,80713.16815,209.3812374,924115.7131,18499.971,65894.80756,3.6,18952.96143,14814.745,9.706047973,15.06580222,4081.24996,1076.94624,3004.30372,6206.832,4975.512,585.2530461,445.765,349.437,2246.278,2458.655,150.577,164.3180336,2.12,162.782,156.844,5.938,62.9,767034.9567,750484.5415,22637.54636,22328.05337,2.392727273,2.187727273,2.395,16346.582,33.6,23.42,8453.477096,4.2,136.9748862,255.167,262.199,9.110893519,440.316087,215.75,1.268,0.6,1.338,75.8848,2854.706237,131.3,1268.629,18903.09292,3.198627081,4.549576499,6.474886827,3.019402709,2.013722882,1.537678766,2.04164215,4.559954856,2.435236368,1.508395233,109.2264,198.92,328.2421954,267.5017326,263.3310597,2.352727273,297.3090852,4.628181818,4.072,5.5,28305.21963,0.689320859,-4.873885867,16.30593679,112.7605081,3.725026853,128.026,79.90991513,13255.816,2.94625,286.22,4.02228664,64.28753936,783.1122262,586.0052098
17,240,6/30/2019,267.3669605,11403.872,5387.904,8.5,14376.573,56461.70244,21361.9346,146595.8705,81042.37872,210.0839525,919633.0081,18539.083,66146.73973,3.6,19033.3634,14841.328,9.725124113,15.08164693,4093.12995,1078.05281,3015.07714,6230.46,4993.8,595.1892965,448.375,339.441,2245.849,2463.485,150.759,164.3647485,2.189,163.133,157.148,5.985,63,720358.2303,750878,21200.08093,22483,2.3755,1.825,2.074,16403.872,33.6,23.47,8473.327768,4.2,137.3226061,255.402,262.925,9.077452518,441.7125612,215.99,1.235,0.726,1.273,76.2182,2890.166221,124.3,1275.26,18936.02439,3.284345115,4.679215238,6.391590616,2.911246801,2.033266629,1.542625958,2.064374482,4.698841042,2.470366755,1.512376863,109.2774,199.091,328.3872599,267.6585484,263.4873176,2.1705,301.687,4.4605,3.8025,5.5,30243.82983,0.877432137,-8.083676222,13.75797506,113.1091423,3.747978948,128.206,79.52553493,13283.355,2.8035,275.3175,3.82768169,64.45620293,787.5954223,587.9386436
18,241,7/31/2019,268.502332,11407.083,5444.004,8.4,14448.338,56686.26346,21482.0409,146802.4284,81318.49662,210.8533152,939101.3432,18573.279,66292.43061,3.7,19112.60719,14871.761,9.736994909,15.08929635,4116.32611,1089.3798,3026.94631,6266.376,5027.748,604.9046117,446.074,345.701,2245.419,2467.635,150.953,164.3919142,2.079,163.373,157.346,6.027,63,784668.7261,751619.4336,22906.90276,22664.34727,2.402727273,1.828181818,2.059090909,16428.576,33.5,23.54,8449.320404,4.2,137.6991177,256.087,263.587,9.099623921,443.1674103,216.16,1.212,0.661,1.366,75.8293,2996.113829,135.8,1222.581,18968.8025,3.241598056,4.469617881,6.565622451,2.981094906,1.952789663,1.543258207,1.97674479,4.310792453,2.383522301,1.523540835,109.0852,199.8,328.5267431,267.8165387,263.6452565,2.098636364,305.8637852,4.279090909,3.765,5.5,30652.99793,0.596046096,-7.998862345,9.875006826,113.5154869,3.759078809,128.366,78.90524407,13324.57,2.8232,275.068,3.692896693,64.61757837,794.7369655,591.4555105
19,242,8/31/2019,269.1970074,11466.397,5471.604,8.7,14487.031,56918.9553,21548.02532,147509.9914,81551.11566,211.7579949,896797.6381,18670.558,66349.53548,3.7,19150.28651,14960.258,9.720565479,15.07311433,4131.85575,1089.36272,3042.49303,6294.564,5032.968,613.733561,453.237,340.061,2248.015,2475.96,151.16,164.4369974,2.082,163.894,157.895,5.999,63.2,738481.0223,752628.2653,23350.01307,22823.52987,2.125,1.486818182,1.626363636,16513.472,33.6,23.64,8481.195597,4.2,138.0332539,256.294,264.18,9.089248951,444.9776556,216.04,1.377,0.706,1.471,76.2105,2897.498109,134.2,1272.039,19001.58096,3.266840448,4.499800516,6.340992614,2.952130939,2.022283016,1.543131272,2.049969427,4.29188374,2.427368705,1.500660919,109.8543,199.975,328.668351,267.977451,263.8064221,1.949545455,308.6569473,3.873636364,3.616,5.25,29971.50339,1.007036126,-3.878127688,7.436207127,113.7351885,3.718963756,128.523,78.3884996,13355.621,2.70675,265.63,3.637913427,64.72608546,801.3015742,594.376677
20,243,9/30/2019,270.8911813,11492.117,5424.576,8.9,14511.219,57154.14298,21565.45763,147859.9863,81742.11621,212.7971128,919113.3259,18722.567,66327.48967,3.5,19129.92383,15000.651,9.673293915,15.03261082,4142.81702,1089.62457,3053.19245,6267.132,5019.912,620.6497515,447.493,328.359,2252.812,2484.403,151.368,164.5164291,2.124,164.051,158.298,5.753,63.2,750634.5805,753764,23746.44536,22910,2.0525,1.565,1.6995,16562.682,33.6,23.7,8477.015384,4.2,138.2765492,256.593,264.682,9.091202674,447.220753,217.38,1.274,0.726,1.437,75.6189,2982.155032,126.3,1298.395,19033.27177,3.252666697,4.529521988,6.413625717,2.922262543,2.019183253,1.51674749,2.047385623,4.108288271,2.397754611,1.474664861,109.4725,200.139,328.8113759,268.1354695,263.964824,1.8945,308.9279999,3.9145,3.605,5.15,30441.7758,1.147209836,3.476137527,8.188367514,113.6423874,3.621974885,128.718,78.12842035,13379.172,2.6814,260.906,3.667986274,64.75821396,804.8944603,595.2138125
